"PACKAGE","VERSION","LICENSE","LICENSE FILES","SOURCE ARCHIVE","SOURCE SITE","DEPENDENCIES WITH LICENSES"
"pciutils","3.10.0","GPL-2.0+","COPYING","pciutils-3.10.0.tar.xz","https://cdn.kernel.org/pub/software/utils/pciutils","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"procps-ng","3.3.17","GPL-2.0+, LGPL-2.0+ (libproc and libps)","COPYING COPYING.LIB","procps-ng-3.3.17.tar.xz","http://downloads.sourceforge.net/project/procps-ng/Production","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"ca-certificates","20230311","GPL-2.0+ (script), MPL-2.0 (data)","debian/copyright","ca-certificates_20230311.tar.xz","https://snapshot.debian.org/archive/debian/20230317T205011Z/pool/main/c/ca-certificates","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"cairo","1.17.4","LGPL-2.1 or MPL-1.1 (library)","COPYING COPYING-LGPL-2.1 COPYING-MPL-1.1","cairo-1.17.4.tar.xz","http://cairographics.org/snapshots","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] fontconfig [fontconfig license] freetype [FTL or GPL-2.0+] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libffi [MIT] libglib2 [LGPL-2.1+] libopenssl [Apache-2.0] libpng [Libpng-2.0] libpthread-stubs [MIT] libxml2 [MIT] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] pixman [MIT] rockchip-mali [ARM] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)] wayland [MIT]"
"fontconfig","2.14.2","fontconfig license","COPYING","fontconfig-2.14.2.tar.xz","https://www.freedesktop.org/software/fontconfig/release","expat [MIT] freetype [FTL or GPL-2.0+] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libpng [Libpng-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"freetype","2.13.2","FTL or GPL-2.0+","LICENSE.TXT docs/FTL.TXT docs/GPLv2.TXT","freetype-2.13.2.tar.xz","http://download.savannah.gnu.org/releases/freetype","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libpng [Libpng-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libpng","1.6.42","Libpng-2.0","LICENSE","libpng-1.6.42.tar.xz","http://downloads.sourceforge.net/project/libpng/libpng16/1.6.42","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"rockchip-mali","master","ARM","END_USER_LICENCE_AGREEMENT.txt","rockchip-mali-master.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/libmali","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libffi [MIT] libopenssl [Apache-2.0] libpthread-stubs [MIT] libxml2 [MIT] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)] wayland [MIT]"
"libdrm","2.4.120","MIT","data/meson.build","libdrm-2.4.120.tar.xz","https://dri.freedesktop.org/libdrm","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libpthread-stubs [MIT] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"libpthread-stubs","0.5","MIT","COPYING","libpthread-stubs-0.5.tar.xz","http://xcb.freedesktop.org/dist","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"wayland","1.22.0","MIT","COPYING","wayland-1.22.0.tar.xz","https://gitlab.freedesktop.org/wayland/wayland/-/releases/1.22.0/downloads","expat [MIT] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libffi [MIT] libxml2 [MIT] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"pixman","0.43.4","MIT","COPYING","pixman-0.43.4.tar.xz","https://xorg.freedesktop.org/releases/individual/lib","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"can-utils","2023.03","BSD-3-Clause or GPL-2.0","LICENSES/BSD-3-Clause LICENSES/GPL-2.0-only.txt","can-utils-2023.03.tar.gz","https://github.com/linux-can/can-utils/archive/v2023.03","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"chromium-wayland","122.0.6261.128","unknown","LICENSE","chromium-ozone-wayland_122.0.6261.128_aarch64.tar.xz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/chromium","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"chrony","4.4","GPL-2.0","COPYING","chrony-4.4.tar.gz","http://download.tuxfamily.org/chrony","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libcap [GPL-2.0 or BSD-3-Clause] libnspr [MPL-2.0] libnss [MPL-2.0] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] sqlite [blessing]"
"libnss","3.97","MPL-2.0","nss/COPYING","nss-3.97.tar.gz","https://ftp.mozilla.org/pub/mozilla.org/security/nss/releases/NSS_3_97_RTM/src","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libnspr [MPL-2.0] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] sqlite [blessing]"
"libnspr","4.35","MPL-2.0","nspr/LICENSE","nspr-4.35.tar.gz","https://ftp.mozilla.org/pub/mozilla.org/nspr/releases/v4.35/src","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"sqlite","3.44.2","blessing","tea/license.terms","sqlite-autoconf-3440200.tar.gz","https://www.sqlite.org/2023","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"dejavu","2.37","unknown","LICENSE","dejavu-fonts-ttf-2.37.tar.bz2","https://sourceforge.net/projects/dejavu/files/dejavu/2.37","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"dhcpcd","10.0.5","BSD-2-Clause","LICENSE","dhcpcd-10.0.5.tar.xz","https://github.com/NetworkConfiguration/dhcpcd/releases/download/v10.0.5","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"dhrystone","2","unknown","","dhry-c","http://www.netlib.org/benchmark","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"dnsmasq","2.90","GPL-2.0 or GPL-3.0","COPYING COPYING-v3","dnsmasq-2.90.tar.xz","https://thekelleys.org.uk/dnsmasq","dbus [AFL-2.1 or GPL-2.0+ (library, tools), GPL-2.0+ (tools)] expat [MIT] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"dropbear","2022.83","MIT, BSD-2-Clause, Public domain, Unlicense, WTFPL","LICENSE libtommath/LICENSE libtomcrypt/LICENSE","dropbear-2022.83.tar.bz2","https://matt.ucc.asn.au/dropbear/releases","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"evtest","1.35","GPL-2.0+","COPYING","evtest-evtest-1.35.tar.gz","https://gitlab.freedesktop.org/libevdev/evtest/-/archive/evtest-1.35","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"exfat-utils","1.4.0","GPL-2.0+","COPYING","exfat-utils-1.4.0.tar.gz","https://github.com/relan/exfat/releases/download/v1.4.0","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"exfat","1.4.0","GPL-2.0+","COPYING","fuse-exfat-1.4.0.tar.gz","https://github.com/relan/exfat/releases/download/v1.4.0","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libfuse3 [LGPL-2.1] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libfuse3","3.16.2","LGPL-2.1","LICENSE","libfuse3-3.16.2.tar.gz","https://github.com/libfuse/libfuse/archive/fuse-3.16.2","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"faad2","2.11.1","GPL-2.0","COPYING","faad2-2.11.1.tar.gz","https://github.com/knik0/faad2/archive/2.11.1","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"fatresize","321973ba156bbf2489e82c47c94b2bca74b16316","GPL-3.0","COPYING","fatresize-321973ba156bbf2489e82c47c94b2bca74b16316.tar.gz","https://github.com/ya-mouse/fatresize/archive/321973ba156bbf2489e82c47c94b2bca74b16316","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] parted [GPL-3.0+] pcre2 [BSD-3-Clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux [GPL-2.0+, BSD-4-Clause, LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid), BSD-2-Clause (xxhash), ISC (rfkill)] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"parted","3.6","GPL-3.0+","COPYING","parted-3.6.tar.xz","http://mirrors.kernel.org/gnu/parted","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] pcre2 [BSD-3-Clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux [GPL-2.0+, BSD-4-Clause, LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid), BSD-2-Clause (xxhash), ISC (rfkill)] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"fluidsynth","2.3.4","LGPL-2.1+","LICENSE","fluidsynth-2.3.4.tar.gz","https://github.com/FluidSynth/fluidsynth/archive/v2.3.4","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libffi [MIT] libglib2 [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"font-awesome","4.7.0","OFL-1.1 (font), MIT (CSS, LESS and Sass files)","","font-awesome-4.7.0.tar.gz","https://github.com/FortAwesome/Font-Awesome/archive/v4.7.0","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"gdk-pixbuf","2.42.10","LGPL-2.1+","COPYING","gdk-pixbuf-2.42.10.tar.xz","https://download.gnome.org/sources/gdk-pixbuf/2.42","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] libffi [MIT] libglib2 [LGPL-2.1+] libpng [Libpng-2.0] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"jpeg-turbo","2.1.5","IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)","LICENSE.md README.ijg","libjpeg-turbo-2.1.5.tar.gz","https://downloads.sourceforge.net/project/libjpeg-turbo/2.1.5","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"gesftpserver","2","GPL-2.0+","COPYING","sftpserver-2.tar.gz","http://www.greenend.org.uk/rjk/sftpserver","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"glmark2","2023.01","GPL-3.0+, SGIv1","COPYING COPYING.SGI","glmark2-2023.01.tar.gz","https://github.com/glmark2/glmark2/archive/2023.01","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libffi [MIT] libopenssl [Apache-2.0] libpng [Libpng-2.0] libpthread-stubs [MIT] libxml2 [MIT] libzlib [Zlib] linux-headers [GPL-2.0] rockchip-mali [ARM] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)] wayland [MIT] wayland-protocols [MIT]"
"wayland-protocols","1.33","MIT","COPYING","wayland-protocols-1.33.tar.xz","https://gitlab.freedesktop.org/wayland/wayland-protocols/-/releases/1.33/downloads","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"gst1-plugins-bad","1.22.9","LGPL-2.0+, GPL-2.0+, UNKNOWN","COPYING COPYING","gst-plugins-bad-1.22.9.tar.xz","https://gstreamer.freedesktop.org/src/gst-plugins-bad","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] faad2 [GPL-2.0] fluidsynth [LGPL-2.1+] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] gst1-plugins-base [LGPL-2.1+] gstreamer1 [LGPL-2.1+] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libffi [MIT] libglib2 [LGPL-2.1+] libmpeg2 [GPL-2.0+] libogg [BSD-3-Clause] libopenssl [Apache-2.0] libpng [Libpng-2.0] libpthread-stubs [MIT] libtheora [BSD-3-Clause] libvorbis [BSD-3-Clause] libxml2 [MIT] libzlib [Zlib] linux-headers [GPL-2.0] mjpegtools [GPL-2.0+] pcre2 [BSD-3-Clause] rockchip-rga [Apache-2.0] rtmpdump [LGPL-2.1+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)] wayland [MIT] wayland-protocols [MIT]"
"gst1-plugins-base","1.22.9","LGPL-2.1+","COPYING","gst-plugins-base-1.22.9.tar.xz","https://gstreamer.freedesktop.org/src/gst-plugins-base","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] gstreamer1 [LGPL-2.1+] kmod [LGPL-2.1+ (library)] libdrm [MIT] libffi [MIT] libglib2 [LGPL-2.1+] libogg [BSD-3-Clause] libopenssl [Apache-2.0] libpthread-stubs [MIT] libtheora [BSD-3-Clause] libvorbis [BSD-3-Clause] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] rockchip-rga [Apache-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"gstreamer1","1.22.9","LGPL-2.1+","COPYING","gstreamer-1.22.9.tar.xz","https://gstreamer.freedesktop.org/src/gstreamer","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libffi [MIT] libglib2 [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"libtheora","1.1.1","BSD-3-Clause","COPYING LICENSE","libtheora-1.1.1.tar.xz","http://downloads.xiph.org/releases/theora","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libogg [BSD-3-Clause] libvorbis [BSD-3-Clause] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"rockchip-rga","master","Apache-2.0","COPYING","rockchip-rga-master.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/linux-rga","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libopenssl [Apache-2.0] libpthread-stubs [MIT] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"libmpeg2","0.5.1","GPL-2.0+","COPYING","libmpeg2-0.5.1.tar.gz","http://libmpeg2.sourceforge.net/files","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"mjpegtools","2.2.1","GPL-2.0+","COPYING","mjpegtools-2.2.1.tar.gz","http://sourceforge.net/projects/mjpeg/files/mjpegtools/2.2.1","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] libpng [Libpng-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"rtmpdump","c5f04a58fc2aeea6296ca7c44ee4734c18401aa3","LGPL-2.1+","librtmp/COPYING","rtmpdump-c5f04a58fc2aeea6296ca7c44ee4734c18401aa3-br1.tar.gz","https://git.ffmpeg.org/rtmpdump","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"gst1-plugins-good","1.22.9","LGPL-2.1+","COPYING","gst-plugins-good-1.22.9.tar.xz","https://gstreamer.freedesktop.org/src/gst-plugins-good","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] bluez5_utils [GPL-2.0+, LGPL-2.1+] dbus [AFL-2.1 or GPL-2.0+ (library, tools), GPL-2.0+ (tools)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] flac [Xiph BSD-like (libFLAC), GPL-2.0+ (tools), LGPL-2.1+ (other libraries)] gcc-final [GPL-3.0-with-GCC-exception] gdk-pixbuf [LGPL-2.1+] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] gst1-plugins-base [LGPL-2.1+] gstreamer1 [LGPL-2.1+] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] kmod [LGPL-2.1+ (library)] libcap [GPL-2.0 or BSD-3-Clause] libdrm [MIT] libffi [MIT] libglib2 [LGPL-2.1+] libgudev [LGPL-2.1+] libical [MPL-1.0 or LGPL-2.1] libidn2 [GPL-2.0+ or LGPL-3.0+ (library)] libogg [BSD-3-Clause] libopenssl [Apache-2.0] libpng [Libpng-2.0] libpsl [MIT, BSD-3-Clause] libpthread-stubs [MIT] libsamplerate [BSD-2-Clause] libsndfile [LGPL-2.1+] libsoup3 [LGPL-2.0+] libtheora [BSD-3-Clause] libtool [LGPL-2.1+] libunistring [LGPL-3.0+ or GPL-2.0] libv4l [GPL-2.0+ (utilities), LGPL-2.1+ (libraries)] libvorbis [BSD-3-Clause] libzlib [Zlib] linux-headers [GPL-2.0] mpg123 [LGPL-2.1] ncurses [MIT with advertising clause] nghttp2 [MIT] opus [BSD-3-Clause] pcre2 [BSD-3-Clause] pulseaudio [LGPL-2.1+ (specific license for modules, see LICENSE file)] readline [GPL-3.0+] rockchip-rga [Apache-2.0] sbc [LGPL-2.1+ (library)] skeleton-init-common [unknown] skeleton-init-sysv [unknown] sqlite [blessing] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"libgudev","237","LGPL-2.1+","COPYING","libgudev-237.tar.xz","https://download.gnome.org/sources/libgudev/237","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libffi [MIT] libglib2 [LGPL-2.1+] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"libsoup3","3.4.4","LGPL-2.0+","COPYING","libsoup-3.4.4.tar.xz","https://download.gnome.org/sources/libsoup/3.4","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libffi [MIT] libglib2 [LGPL-2.1+] libidn2 [GPL-2.0+ or LGPL-3.0+ (library)] libpsl [MIT, BSD-3-Clause] libunistring [LGPL-3.0+ or GPL-2.0] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] nghttp2 [MIT] pcre2 [BSD-3-Clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] sqlite [blessing] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
